Titulo,Nombre del Canal,Subcriptores,Vistas Totales,Numero de Comentarios,Direccion,Ratio
COMO analizar en ORO XAUUSD en 3 simples pasos ESTRATEGIA GANADORA,YOSOYUNTRADERGANADOR,13000,6065,45,https://www.youtube.com/watch?v=Dy2aOGIDMBQ,22777444444.444443
Cómo INVERTIR en ORO 2024,BaiJavier,750000,55851,212,https://www.youtube.com/watch?v=pxMDa9Ht2Oc,148189563679245.28
Cómo Ganar Dinero Haciendo Scalping - Estrategia de Scalping Rentable para el Oro en Forex,Ice Tradingt,4420,1357,4,https://www.youtube.com/watch?v=PkNx4q7by-E,6627723700.0
Estrategia de Order Blocks | Entradas precisas Trading Forex,BURS ADVISORY,175000,59598,388,https://www.youtube.com/watch?v=ffVbKXk2-g0,4704094716494.846
Especial Técnicas #SCALPING: #ORO,Invertir en Valor  - Trading en Español,31500,6154,33,https://www.youtube.com/watch?v=lVVmX9fG9pQ,185039590909.09094
Esta es la ESTRATEGIA de Swingtrading que MÁS DINERO me ha dado,El psicólogo del trading,141000,70949,137,https://www.youtube.com/watch?v=jVbEOKRZGPg,10295891014598.541
Estrategia de trading forex en tokio,BURS ADVISORY,175000,35043,459,https://www.youtube.com/watch?v=Iot3_Ct6nLw,2338108660130.719
Estrategia para Scalping en M1 | Smart Money Trading,Alpha Pro Academy,54300,16840,58,https://www.youtube.com/watch?v=miixVVe-sjU,856078820689.6553
Estrategia para SCALPING con 2 INDICADORES 🔥 [Trading para Principiantes],Inverarg: Invertir en Argentina,438000,56954,85,https://www.youtube.com/watch?v=1xwpv-fyCPk,128544507952941.14
Estrategia  Para Pasar Cuentas de Fondeo / #xauusd,TRADING WEB HOUSE,8270,12544,697,https://www.youtube.com/watch?v=ivBM9PKlstE,1230875950.6456244
La Mejor Estrategia De Trading Si Tienes Otro Trabajo,Alex Ruiz,298000,145637,616,https://www.youtube.com/watch?v=nvJEM3HhJzk,20995370370129.875
LA MEJOR MANERA DE HACER SWING TRADING EN ORO COMO UN PRO | SMART MONEY CONCEPTS | XAUUSD,TJ TRADING,6680,3640,9,https://www.youtube.com/watch?v=8gkngiSTLTs,18047281777.777782
Gana dinero con estrategía de Scalping en 1 minuto para el Oro,Ice Tradingt,4420,4068,1,https://www.youtube.com/watch?v=22TmRL0W5kI,79474075200.0
Estrategia de SMART MONEY CONCEPTS Avanzados | FVG + Imbalances en Forex Trading,Alexflamas,120000,81824,152,https://www.youtube.com/watch?v=2vDvx4Bmv2s,7751747368421.052
