Titulo,Nombre del Canal,Subcriptores,Vistas Totales,Numero de Comentarios,Direccion,Ratio
"ЗОЛОТО КАК ИНВЕСТИЦИЯ: СТРАТЕГИИ, СОВЕТЫ И ПРЕИМУЩЕСТВА",Инвестиции - просто!,26100,6197,55,https://www.youtube.com/watch?v=5PgEPxkUXUk,76753788545.45454
ЛЕГЧАЙШАЯ СТРАТЕГИЯ НА ЗОЛОТО ЗАПАДА 1XBET,BRO BET СТРАТЕГИИ,2100,1493,6,https://www.youtube.com/watch?v=-QO6sGKdhww,1097354999.9999998
стратегии для золота форекс,Алексей Приемов,3,1,0,https://www.youtube.com/watch?v=iZtWh5BIeTg,inf
Топовая стратегия на Золото Запада в 1xbet | melbet | Тактика на Wild West Gold,Мастерская Стратегий,1010,4057,7,https://www.youtube.com/watch?v=LixXWYoDmwg,591220814.2857144
Лучшие стратегии для скальперов,Цифровое Золото,549,468,0,https://www.youtube.com/watch?v=oDrxOOjYAn8,inf
Апнутая стратегия на игру Золото Запада. Играем до второй ступени в 1xGames.,Мастерская стратегия,1200,1703,3,https://www.youtube.com/watch?v=ZkbyF2IngGU,817440000.0
Лучшие стратегии в Dota Underlords. Проиграли с полными карманами золота (не мы),СОСАЛОГЕЙМ,5,8,1,https://www.youtube.com/watch?v=eTSRXIWNvp4,200.0
JUMP BOSS - торговая стратегия для золота,Антон Рожновский,36300,986,2,https://www.youtube.com/watch?v=LV7g0HcZpE4,649621170000.0
ВЫНЕС БК в игре Золото Запада по стратегии.,Мастерская стратегия,1200,920,8,https://www.youtube.com/watch?v=fTM5Fg4gHCA,165600000.0
стратегии для золота форекс,Торговые сигналы форекс,13,29,0,https://www.youtube.com/watch?v=SyecVDtL6mM,inf
Самая ПРОСТАЯ и ЭФФЕКТИВНАЯ Стратегия! Как ПРАВИЛЬНО Зайти в Рынок! Обучение Трейдингу!,IKIGAI,399000,118021,523,https://www.youtube.com/watch?v=7EYR-TJEj8c,35925547267686.42
Стратегия на игру Золото Запада в 1xgames в MelBet  Лучшая стратегия всех времен,Мастерская стратегия,1200,3388,25,https://www.youtube.com/watch?v=nlujpCifm9Q,195148800.0
СТРАТЕГИЯ В ИГРЕ ЗОЛОТО ЗАПАДА ДЛЯ БОЛЬШИХ ВЫИГРЫШЕЙ | 1XBET |,Каппер,12,643,10,https://www.youtube.com/watch?v=1ypc8zg1uRQ,9259.199999999999
"Тест стратегии «Кортик» для XAUUSD (золота): +204,40%",Стратегии ФОРЕКС,13300,1838,1,https://www.youtube.com/watch?v=jzOWNXiatqs,325123820000.0
