Titulo,Nombre del Canal,Subcriptores,Vistas Totales,Numero de Comentarios,Direccion,Ratio
Торговая стратегия форекс для скальпинга на золоте,Торговые стратегии,73500,7547,242,https://www.youtube.com/watch?v=XonpdFYaSKE,168474300619.83472
"ЭФФЕКТИВНАЯ СТРАТЕГИЯ XAU_USD (ЗОЛОТО, ФОРЕКС)",BADIN trade,318,4446,12,https://www.youtube.com/watch?v=ySFi_Bi7Hjs,37466442.0
"+514,61% по паре XAUUSD (золото/GOLD) — Тест стратегии форекс «Грабёж»",Стратегии ФОРЕКС,13300,878,7,https://www.youtube.com/watch?v=9Oy_by-pH_c,22187060000.0
БЕЗУМНАЯ 1-минутная торговая стратегия скальпинга (97% WINRATE) 🤑🤑🤑,TrippaTrading русский,31300,488349,538,https://www.youtube.com/watch?v=e4kNmv-vAPQ,889276267304.8326
Сделка по XAU/USD за 50 секунд! #shorts,"Стратегия ""Снайпер"" | Мир трейдинга",23300,1480,2,https://www.youtube.com/watch?v=iDEr9aFsogg,401738600000.0
Секреты торговли Золотом XAUUSD,TradeLikeaPro,59300,29367,47,https://www.youtube.com/watch?v=whnx_OE1bcA,2197207698510.6384
Как торговать золото? Рабочая стратегия №1 на Forex,ОБУЧЕНИЕ ТРЕЙДИНГУ НА БИРЖЕ,5640,9571,36,https://www.youtube.com/watch?v=8Q6aEnhpviA,8456935599.999999
Скальпинг на ЗОЛОТЕ! Лучшая объёмная стратегия! #золото#scalping#трейдинг#forex#forextrading,Онлайн торговля на рынке FOREX! PRO ОБУЧЕНИЕ! ,5880,5116,9,https://www.youtube.com/watch?v=Q4MvwIHU2Ww,19653625600.0
"Как заработать на ЗОЛОТЕ? XAU/USD, GOLD. Трейдинг 21.08.2023",Роман Корнев - трейдинг в плюс!,4660,1358,14,https://www.youtube.com/watch?v=6myId9WHunU,2106413200.0
Идеальный индикатор с точными сигналами. Индикатор без перерисовки. Форекс. Трейдинг.,Вячеслав Возный. ФОРЕКС. ОБУЧЕНИЕ. ТРЕЙДИНГ.,37600,50620,159,https://www.youtube.com/watch?v=lYQhafMZBXA,450091391194.96844
Как торговать золото ? Полный гайд по торговле XAU/USD,FTH | FOREX,6880,9900,96,https://www.youtube.com/watch?v=QnwzqrpnWz8,4881360000.000001
НОВЫЙ трендовый индикатор на TradingView подает ТОЧНЫЕ сигналы на покупку и продажу,Лучшие стратегии торговли,2950,19405,18,https://www.youtube.com/watch?v=fdEGnYaY3zc,9381778472.222223
"Тест стратегии «Кортик» для XAUUSD (золота): +204,40%",Стратегии ФОРЕКС,13300,1838,1,https://www.youtube.com/watch?v=jzOWNXiatqs,325123820000.0
Торговля на новостях форекс стратегия .Стратегия торговли золотом . Золото xau usd прогноз . .,AlexAlex  SniperTrade,5180,951,6,https://www.youtube.com/watch?v=AWzCnkXoJGU,4252935400.0000005
Сделка по XAU/USD за 40 секунд! #shorts,"Стратегия ""Снайпер"" | Мир трейдинга",23300,1401,3,https://www.youtube.com/watch?v=UmboCfoeG9U,253529630000.0
Сделка по XAU/USD за 30 секунд! #shorts,"Стратегия ""Снайпер"" | Мир трейдинга",23300,895,1,https://www.youtube.com/watch?v=E9n1JTJyDxo,485886550000.0
Golden Boy - Торговая Стратегия Для Xauusd (Gold) [Торговля Золотом На Форекс Стратегия],Forex Review,166,683,3,https://www.youtube.com/watch?v=Jte0AhSUrP4,6273582.666666666
"Making $16,000 In 5 Seconds | Crazy NFP Trade 🎯",NTG Academy,26100,65427,40,https://www.youtube.com/watch?v=ZZWNUQEGwcE,1114238166750.0
Прибыльная стратегия торговли золотом,Александр Кэш,325,427,1,https://www.youtube.com/watch?v=Dnj_qVyJKQI,45101875.0
Скальпинг золота. Прогноз XAUUSD. Алгоритм сделки.,ProffTrade,2220,6652,11,https://www.youtube.com/watch?v=XQ5Dr9M1U70,2980337890.909091
Golden Boy - Торговая Стратегия Для Xauusd (Gold) [Торговля Золотом На Форекс Стратегия],Елизавета Яковалева,7,148,2,https://www.youtube.com/watch?v=SP0RmC_mito,3626.0
🔥Profitable XAUUSD Trade: Lower Low Strategy Strikes Gold! 💰📊,Black Molecules FX,7,24,0,https://www.youtube.com/watch?v=rIZWBRCX-MI,inf
+5400 пунктов по XAUUSD — Стратегия форекс «Внутридневное золото» / Intraday Gold Forex strategy,Стратегии ФОРЕКС,13300,2360,4,https://www.youtube.com/watch?v=aBXEL4MGhkw,104365100000.0
Супер скальпинг по золоту/XAUUSD. ТЫ ЭТОГО ТОЧНО НЕ ЗНАЕШЬ!!! ПРОЕКТ М-30/Ч-7,Mr.Scalping - FOREX,5420,5839,183,https://www.youtube.com/watch?v=2acaq_G8W8s,937315844.8087434
Trade Order blocks Like a Pro |strategy testing| XAUUSD| Forex | Order Blocks| #shorts,The Trading Hut,496,26786,11,https://www.youtube.com/watch?v=SIAVgfaqsJs,599071325.090909
This indicator will help you predict market moves in Tradingview #shorts #forex #forextrading,Easy Forex Pips,229000,872106,147,https://www.youtube.com/watch?v=uT0oXwT1ttg,311116399632653.06
"03.10.2024 🔥+9,24%🔥 Отличного отдыха! #форекс #торговля #трейдинг",Restab - копитрейдинг Форекс,265,13,0,https://www.youtube.com/watch?v=k1fMvG32AAE,inf
Golden Boy - Торговая Стратегия Для Xauusd (Gold) [Стратегии Для Золота Форекс],Forex Review,166,1815,2,https://www.youtube.com/watch?v=Uaf8gULBieY,25007070.0
"USDJPY Analysis this week: usdjpy go bearish now, how to trade it??",Trading Chart Analysis,13800,29653,9,https://www.youtube.com/watch?v=4vDb1kvZO0g,627457480000.0
Самая простая стратегия для торговли криптовалютой новичкам #shorts,АРДЕНСКИЙ | Трейдинг и психология,69000,1659180,1288,https://www.youtube.com/watch?v=vqgyc9kbHT4,6133040357142.857
Very PROFITABLE Trading Strategy with Only 1 Indicator! #shorts,Hyper Trade,60500,1568563,306,https://www.youtube.com/watch?v=10AQTV-xCzI,18762525231209.152
Разгон депозита на форекс + 200 % Торговля золотом ( xauusd ) Обучение трейдингу,Математический трейдинг на Форекс с Дмитрием Эйлер,5370,5647,14,https://www.youtube.com/watch?v=n5GCc5BHg3o,11631569592.857141
5 minutes scalping strategy to double your account in few hours #gbpjpy,Poundkingforex,26900,378643,135,https://www.youtube.com/watch?v=m8PA_2V1a94,2029554527629.6294
💰 Mastering the Gold Trade: Huge Profit with XAU/USD Strategy! 📈🔥 #DayTrading #Scalping,Gaming Trader,24,25,0,https://www.youtube.com/watch?v=D3x1o02SAU4,inf
700% Profit In ONE Trade Using A Secret Indicator 🤯 #shorts,Power of Trading,304000,1094486,648,https://www.youtube.com/watch?v=FL48uisUtdk,156092620641975.3
THE BEST SCALPING INDICATOR ON TRADINGVIEW | STRATEGY | SCALPING | 1MINUTE | #forex,Valor Algo,12100,659076,430,https://www.youtube.com/watch?v=0TnTKymJ_VE,224407714325.5814
"Turning $100 to $ 1,00,000 Day Forex trading market || Auto trading Bot",Forex Algo EA,5370,485871,0,https://www.youtube.com/watch?v=WqmDTJ9kUwo,inf
