Titulo,Nombre del Canal,Subcriptores,Vistas Totales,Numero de Comentarios,Direccion,Ratio
黄金又大跌了！今日金价反弹空！2023-8-3【外汇黄金策略】,老邹说交易,1520,109,1,https://www.youtube.com/watch?v=4A8xwUN4d3k,251833600.0
黄金昨天再次暴涨，2700近在眼前！ #今日金价  #国际金价 #黃金#外汇,黄金乔老大,2000,459,0,https://www.youtube.com/watch?v=GuDn0b45Bm0,inf
黄金日内短线策略 9.26-9.27 盈利 $175💰,墩墩掘金💰,742,10,0,https://www.youtube.com/watch?v=s_9eJ6mo1m0,inf
黄金先多再空  #黄金 #外汇 #外汇交易 #外汇分析 #外汇投资 #外汇黄金#今日金价,Andy玩交易,762,103,0,https://www.youtube.com/watch?v=MydTOMrDyms,inf
黄金看多 #外汇 #外汇交易 #外汇分析 #外汇投资 #外汇技术#黄金 #今日金价,Andy玩交易,762,305,0,https://www.youtube.com/watch?v=gUtNb2PnZGc,inf
后大选时代黄金的交易逻辑及策略,Phillip Nova,2990,1143,1,https://www.youtube.com/watch?v=v9lsbU26hvY,10218534300.0
10 3 K神线下黄金多单TP #forexsignals #forextrader #xauusd,YCHpro--中文频道,20800,2425,0,https://www.youtube.com/watch?v=pHcFZLdXdvs,inf
黄金日内短线策略盈利 9.24 $70.15💰,墩墩撸盘🥘,742,53,0,https://www.youtube.com/watch?v=8z1qpvh6jqg,inf
黄金结构套，小机会不断！2023-06-12【外汇交易策略】,阿萨外汇社区,13500,890,1,https://www.youtube.com/watch?v=fqvjaARsE0A,162202500000.0
黄金看空 #外汇 #外汇交易 #外汇分析 #外汇投资#黄金 #今日金价,Andy玩交易,762,220,0,https://www.youtube.com/watch?v=dfPazYDIkXs,inf
黄金跌麻了！短期进入技术性下跌 2023-6-23【外汇黄金策略】,老邹说交易,1520,164,2,https://www.youtube.com/watch?v=2OJyonMxkcc,189452800.0
黄金分割| 黄金比例| fibonacci retracement | 0.618 - 0.786 小技巧 #shorts,AI Trading Academy® 小風,17800,1241,0,https://www.youtube.com/watch?v=5CNNdiv9ReI,inf
黄金机会来了,黄金乔老大,2000,1403,0,https://www.youtube.com/watch?v=-mTmEaPuk9k,inf
外匯交易最佳黃金時段，市場波動最為劇烈，交易熱度也最高 #shorts,Kun阿昆筆記,2070,1197,2,https://www.youtube.com/watch?v=lqOwOrvqi3Y,2564512650.0
通道技术分析战法案例复盘,黄金乔老大,2000,332,0,https://www.youtube.com/watch?v=EPIXPAkq-bM,inf
